
# Surface 0 of 1 surfaces

# Curve title: "'data.txt'"

# IsoCurve 0, 50 points
# x y z type
7.9591837e+00 3.8163265e+00 6.6265903e+01 i
7.9591837e+00 3.8775510e+00 6.5765930e+01 i
7.9591837e+00 3.9387755e+00 6.5182535e+01 i
7.9591837e+00 4.0000000e+00 6.4518387e+01 i

# IsoCurve 19, 50 points
# x y z type
7.7346939e+00 1.0000000e+00 4.4972202e+01 i
7.7346939e+00 1.0612245e+00 4.4903510e+01 i
7.7346939e+00 1.1224490e+00 4.4837799e+01 i
7.7346939e+00 1.1836735e+00 4.4797536e+01 i
7.7346939e+00 1.2448980e+00 4.4808065e+01 i
7.7346939e+00 1.3061224e+00 4.4890835e+01 i
7.7346939e+00 1.3673469e+00 4.5060587e+01 i
7.7346939e+00 1.4285714e+00 4.5325191e+01 i
7.7346939e+00 1.4897959e+00 4.5686581e+01 i
7.7346939e+00 1.5510204e+00 4.6141977e+01 i
7.7346939e+00 1.6122449e+00 4.6685038e+01 i
7.7346939e+00 1.6734694e+00 4.7306898e+01 i
7.7346939e+00 1.7346939e+00 4.7997076e+01 i
7.7346939e+00 1.7959184e+00 4.8744293e+01 i
7.7346939e+00 1.8571429e+00 4.9537149e+01 i
7.7346939e+00 1.9183673e+00 5.0364562e+01 i
7.7346939e+00 1.9795918e+00 5.1215779e+01 i
7.7346939e+00 2.0408163e+00 5.2079994e+01 i
7.7346939e+00 2.1020408e+00 5.2946030e+01 i
7.7346939e+00 2.1632653e+00 5.3802677e+01 i
7.7346939e+00 2.2244898e+00 5.4639561e+01 i
7.7346939e+00 2.2857143e+00 5.5447921e+01 i
7.7346939e+00 2.3469388e+00 5.6221046e+01 i
7.7346939e+00 2.4081633e+00 5.6954466e+01 i
7.7346939e+00 2.4693878e+00 5.7646141e+01 i
7.7346939e+00 2.5306122e+00 5.8296758e+01 i
7.7346939e+00 2.5918367e+00 5.8910221e+01 i
7.7346939e+00 2.6530612e+00 5.9494319e+01 i
7.7346939e+00 2.7142857e+00 6.0061515e+01 i
7.7346939e+00 2.7755102e+00 6.0629674e+01 i
7.7346939e+00 2.8367347e+00 6.1222220e+01 i
7.7346939e+00 2.8979592e+00 6.1866657e+01 i
7.7346939e+00 2.9591837e+00 6.2589815e+01 i
7.7346939e+00 3.0204082e+00 6.3409238e+01 i
7.7346939e+00 3.0816327e+00 6.4324509e+01 i
7.7346939e+00 3.1428571e+00 6.5315639e+01 i
7.7346939e+00 3.2040816e+00 6.6350069e+01 i
7.7346939e+00 3.2653061e+00 6.7391971e+01 i
7.7346939e+00 3.3265306e+00 6.8408333e+01 i
7.7346939e+00 3.3877551e+00 6.9371293e+01 i
7.7346939e+00 3.4489796e+00 7.0258323e+01 i
7.7346939e+00 3.5102041e+00 7.1051554e+01 i
7.7346939e+00 3.5714286e+00 7.1736911e+01 i
7.7346939e+00 3.6326531e+00 7.2303312e+01 i
7.7346939e+00 3.6938776e+00 7.2742043e+01 i
7.7346939e+00 3.7551020e+00 7.3046329e+01 i
7.7346939e+00 3.8163265e+00 7.3211131e+01 i
7.7346939e+00 3.8775510e+00 7.3233187e+01 i
7.7346939e+00 3.9387755e+00 7.3111378e+01 i
7.7346939e+00 4.0000000e+00 7.2847429e+01 i

# IsoCurve 20, 50 points
# x y z type
7.5102041e+00 1.0000000e+00 4.1510685e+01 i
7.5102041e+00 1.0612245e+00 4.1757666e+01 i
7.5102041e+00 1.1224490e+00 4.2148604e+01 i
7.5102041e+00 1.1836735e+00 4.2679184e+01 i
7.5102041e+00 1.2448980e+00 4.3341522e+01 i
7.5102041e+00 1.3061224e+00 4.4124804e+01 i
7.5102041e+00 1.3673469e+00 4.5015938e+01 i
7.5102041e+00 1.4285714e+00 4.6000071e+01 i
7.5102041e+00 1.4897959e+00 4.7060925e+01 i
7.5102041e+00 1.5510204e+00 4.8180976e+01 i
7.5102041e+00 1.6122449e+00 4.9341561e+01 i
7.5102041e+00 1.6734694e+00 5.0523010e+01 i
7.5102041e+00 1.7346939e+00 5.1704943e+01 i
7.5102041e+00 1.7959184e+00 5.2866825e+01 i
7.5102041e+00 1.8571429e+00 5.3988877e+01 i
7.5102041e+00 1.9183673e+00 5.5053308e+01 i
7.5102041e+00 1.9795918e+00 5.6045714e+01 i
7.5102041e+00 2.0408163e+00 5.6956319e+01 i
7.5102041e+00 2.1020408e+00 5.7780711e+01 i
7.5102041e+00 2.1632653e+00 5.8519840e+01 i
7.5102041e+00 2.2244898e+00 5.9179336e+01 i
7.5102041e+00 2.2857143e+00 5.9768427e+01 i
7.5102041e+00 2.3469388e+00 6.0298836e+01 i
7.5102041e+00 2.4081633e+00 6.0783911e+01 i
7.5102041e+00 2.4693878e+00 6.1238102e+01 i
7.5102041e+00 2.5306122e+00 6.1676748e+01 i
7.5102041e+00 2.5918367e+00 6.2116065e+01 i
7.5102041e+00 2.6530612e+00 6.2573149e+01 i
7.5102041e+00 2.7142857e+00 6.3065844e+01 i
7.5102041e+00 2.7755102e+00 6.3612261e+01 i
7.5102041e+00 2.8367347e+00 6.4229802e+01 i
7.5102041e+00 2.8979592e+00 6.4933648e+01 i
7.5102041e+00 2.9591837e+00 6.5734845e+01 i
7.5102041e+00 3.0204082e+00 6.6638414e+01 i
7.5102041e+00 3.0816327e+00 6.7642059e+01 i
7.5102041e+00 3.1428571e+00 6.8735952e+01 i
7.5102041e+00 3.2040816e+00 6.9903660e+01 i
7.5102041e+00 3.2653061e+00 7.1123872e+01 i
7.5102041e+00 3.3265306e+00 7.2372313e+01 i
7.5102041e+00 3.3877551e+00 7.3623391e+01 i
7.5102041e+00 3.4489796e+00 7.4851311e+01 i
7.5102041e+00 3.5102041e+00 7.6030681e+01 i
7.5102041e+00 3.5714286e+00 7.7136729e+01 i
7.5102041e+00 3.6326531e+00 7.8145343e+01 i
7.5102041e+00 3.6938776e+00 7.9033141e+01 i
7.5102041e+00 3.7551020e+00 7.9777754e+01 i
7.5102041e+00 3.8163265e+00 8.0358516e+01 i
7.5102041e+00 3.8775510e+00 8.0757611e+01 i
7.5102041e+00 3.9387755e+00 8.0961618e+01 i
7.5102041e+00 4.0000000e+00 8.0963125e+01 i

# IsoCurve 21, 50 points
# x y z type
7.2857143e+00 1.0000000e+00 3.8266406e+01 i
7.2857143e+00 1.0612245e+00 3.8753865e+01 i
7.2857143e+00 1.1224490e+00 3.9541352e+01 i
7.2857143e+00 1.1836735e+00 4.0593123e+01 i
7.2857143e+00 1.2448980e+00 4.1862587e+01 i
7.2857143e+00 1.3061224e+00 4.3302831e+01 i
7.2857143e+00 1.3673469e+00 4.4871856e+01 i
7.2857143e+00 1.4285714e+00 4.6533689e+01 i
7.2857143e+00 1.4897959e+00 4.8257416e+01 i
7.2857143e+00 1.5510204e+00 5.0015431e+01 i
7.2857143e+00 1.6122449e+00 5.1781528e+01 i
7.2857143e+00 1.6734694e+00 5.3529091e+01 i
7.2857143e+00 1.7346939e+00 5.5229530e+01 i
7.2857143e+00 1.7959184e+00 5.6851239e+01 i
7.2857143e+00 1.8571429e+00 5.8359722e+01 i
7.2857143e+00 1.9183673e+00 5.9719987e+01 i
7.2857143e+00 1.9795918e+00 6.0902312e+01 i
7.2857143e+00 2.0408163e+00 6.1890412e+01 i
7.2857143e+00 2.1020408e+00 6.2687307e+01 i
7.2857143e+00 2.1632653e+00 6.3314006e+01 i
7.2857143e+00 2.2244898e+00 6.3802168e+01 i
7.2857143e+00 2.2857143e+00 6.4186338e+01 i
7.2857143e+00 2.3469388e+00 6.4499218e+01 i
7.2857143e+00 2.4081633e+00 6.4769935e+01 i
7.2857143e+00 2.4693878e+00 6.5023999e+01 i
7.2857143e+00 2.5306122e+00 6.5283968e+01 i
7.2857143e+00 2.5918367e+00 6.5570259e+01 i
7.2857143e+00 2.6530612e+00 6.5901896e+01 i
7.2857143e+00 2.7142857e+00 6.6297072e+01 i
7.2857143e+00 2.7755102e+00 6.6773447e+01 i
7.2857143e+00 2.8367347e+00 6.7348048e+01 i
7.2857143e+00 2.8979592e+00 6.8036492e+01 i
7.2857143e+00 2.9591837e+00 6.8851225e+01 i
7.2857143e+00 3.0204082e+00 6.9798830e+01 i
7.2857143e+00 3.0816327e+00 7.0877568e+01 i
7.2857143e+00 3.1428571e+00 7.2076938e+01 i
7.2857143e+00 3.2040816e+00 7.3379617e+01 i
7.2857143e+00 3.2653061e+00 7.4764256e+01 i
7.2857143e+00 3.3265306e+00 7.6207582e+01 i
7.2857143e+00 3.3877551e+00 7.7685454e+01 i
7.2857143e+00 3.4489796e+00 7.9173138e+01 i
7.2857143e+00 3.5102041e+00 8.0645093e+01 i
7.2857143e+00 3.5714286e+00 8.2074469e+01 i
7.2857143e+00 3.6326531e+00 8.3432378e+01 i
7.2857143e+00 3.6938776e+00 8.4687073e+01 i
7.2857143e+00 3.7551020e+00 8.5803190e+01 i
7.2857143e+00 3.8163265e+00 8.6741564e+01 i
7.2857143e+00 3.8775510e+00 8.7460545e+01 i
7.2857143e+00 3.9387755e+00 8.7920307e+01 i
7.2857143e+00 4.0000000e+00 8.8090974e+01 i

# IsoCurve 22, 50 points
# x y z type
7.0612245e+00 1.0000000e+00 3.7283464e+01 i
7.0612245e+00 1.0612245e+00 3.7978189e+01 i
7.0612245e+00 1.1224490e+00 3.9172564e+01 i
7.0612245e+00 1.1836735e+00 4.0678913e+01 i
7.0612245e+00 1.2448980e+00 4.2389802e+01 i
7.0612245e+00 1.3061224e+00 4.4238496e+01 i
7.0612245e+00 1.3673469e+00 4.6179644e+01 i
7.0612245e+00 1.4285714e+00 4.8180571e+01 i
7.0612245e+00 1.4897959e+00 5.0216382e+01 i
7.0612245e+00 1.5510204e+00 5.2266664e+01 i
7.0612245e+00 1.6122449e+00 5.4312891e+01 i
7.0612245e+00 1.6734694e+00 5.6336104e+01 i
7.0612245e+00 1.7346939e+00 5.8314478e+01 i
7.0612245e+00 1.7959184e+00 6.0220316e+01 i
7.0612245e+00 1.8571429e+00 6.2015386e+01 i
7.0612245e+00 1.9183673e+00 6.3641648e+01 i
7.0612245e+00 1.9795918e+00 6.4999609e+01 i
7.0612245e+00 2.0408163e+00 6.5958436e+01 i
7.0612245e+00 2.1020408e+00 6.6558853e+01 i
7.0612245e+00 2.1632653e+00 6.6939635e+01 i
7.0612245e+00 2.2244898e+00 6.7188110e+01 i
7.0612245e+00 2.2857143e+00 6.7358826e+01 i
7.0612245e+00 2.3469388e+00 6.7489828e+01 i
7.0612245e+00 2.4081633e+00 6.7609461e+01 i
7.0612245e+00 2.4693878e+00 6.7739790e+01 i
7.0612245e+00 2.5306122e+00 6.7898653e+01 i
7.0612245e+00 2.5918367e+00 6.8101068e+01 i
7.0612245e+00 2.6530612e+00 6.8360302e+01 i
7.0612245e+00 2.7142857e+00 6.8688808e+01 i
7.0612245e+00 2.7755102e+00 6.9099173e+01 i
7.0612245e+00 2.8367347e+00 6.9605368e+01 i
7.0612245e+00 2.8979592e+00 7.0224960e+01 i
7.0612245e+00 2.9591837e+00 7.0984194e+01 i
7.0612245e+00 3.0204082e+00 7.1923789e+01 i
7.0612245e+00 3.0816327e+00 7.3052648e+01 i
7.0612245e+00 3.1428571e+00 7.4325118e+01 i
7.0612245e+00 3.2040816e+00 7.5703860e+01 i
7.0612245e+00 3.2653061e+00 7.7163033e+01 i
7.0612245e+00 3.3265306e+00 7.8681643e+01 i
7.0612245e+00 3.3877551e+00 8.0240701e+01 i
7.0612245e+00 3.4489796e+00 8.1821776e+01 i
7.0612245e+00 3.5102041e+00 8.3405992e+01 i
7.0612245e+00 3.5714286e+00 8.4973110e+01 i
7.0612245e+00 3.6326531e+00 8.6500493e+01 i
7.0612245e+00 3.6938776e+00 8.7961773e+01 i
7.0612245e+00 3.7551020e+00 8.9324911e+01 i
7.0612245e+00 3.8163265e+00 9.0549021e+01 i
7.0612245e+00 3.8775510e+00 9.1578321e+01 i
7.0612245e+00 3.9387755e+00 9.2328214e+01 i
7.0612245e+00 4.0000000e+00 9.2656384e+01 i

# IsoCurve 23, 50 points
# x y z type
6.8367347e+00 1.0000000e+00 4.3524328e+01 i
6.8367347e+00 1.0612245e+00 4.3991488e+01 i
6.8367347e+00 1.1224490e+00 4.4828050e+01 i
6.8367347e+00 1.1836735e+00 4.5947239e+01 i
6.8367347e+00 1.2448980e+00 4.7265093e+01 i
6.8367347e+00 1.3061224e+00 4.8717596e+01 i
6.8367347e+00 1.3673469e+00 5.0259185e+01 i
6.8367347e+00 1.4285714e+00 5.1857678e+01 i
6.8367347e+00 1.4897959e+00 5.3489743e+01 i
6.8367347e+00 1.5510204e+00 5.5137273e+01 i
6.8367347e+00 1.6122449e+00 5.6784370e+01 i
6.8367347e+00 1.6734694e+00 5.8414605e+01 i
6.8367347e+00 1.7346939e+00 6.0008211e+01 i
6.8367347e+00 1.7959184e+00 6.1538964e+01 i
6.8367347e+00 1.8571429e+00 6.2970652e+01 i
6.8367347e+00 1.9183673e+00 6.4254550e+01 i
6.8367347e+00 1.9795918e+00 6.5334593e+01 i
6.8367347e+00 2.0408163e+00 6.6172801e+01 i
6.8367347e+00 2.1020408e+00 6.6781508e+01 i
6.8367347e+00 2.1632653e+00 6.7214919e+01 i
6.8367347e+00 2.2244898e+00 6.7533948e+01 i
6.8367347e+00 2.2857143e+00 6.7788214e+01 i
6.8367347e+00 2.3469388e+00 6.8014418e+01 i
6.8367347e+00 2.4081633e+00 6.8239142e+01 i
6.8367347e+00 2.4693878e+00 6.8481713e+01 i
6.8367347e+00 2.5306122e+00 6.8756422e+01 i
6.8367347e+00 2.5918367e+00 6.9074234e+01 i
6.8367347e+00 2.6530612e+00 6.9444170e+01 i
6.8367347e+00 2.7142857e+00 6.9874532e+01 i
6.8367347e+00 2.7755102e+00 7.0374103e+01 i
6.8367347e+00 2.8367347e+00 7.0953417e+01 i
6.8367347e+00 2.8979592e+00 7.1625908e+01 i
6.8367347e+00 2.9591837e+00 7.2407613e+01 i
6.8367347e+00 3.0204082e+00 7.3311739e+01 i
6.8367347e+00 3.0816327e+00 7.4337855e+01 i
6.8367347e+00 3.1428571e+00 7.5469318e+01 i
6.8367347e+00 3.2040816e+00 7.6683237e+01 i
6.8367347e+00 3.2653061e+00 7.7958296e+01 i
6.8367347e+00 3.3265306e+00 7.9276265e+01 i
6.8367347e+00 3.3877551e+00 8.0621074e+01 i
6.8367347e+00 3.4489796e+00 8.1977544e+01 i
6.8367347e+00 3.5102041e+00 8.3330160e+01 i
6.8367347e+00 3.5714286e+00 8.4661865e+01 i
6.8367347e+00 3.6326531e+00 8.5952711e+01 i
6.8367347e+00 3.6938776e+00 8.7178222e+01 i
6.8367347e+00 3.7551020e+00 8.8307221e+01 i
6.8367347e+00 3.8163265e+00 8.9298941e+01 i
6.8367347e+00 3.8775510e+00 9.0099678e+01 i
6.8367347e+00 3.9387755e+00 9.0642019e+01 i
6.8367347e+00 4.0000000e+00 9.0857721e+01 i

# IsoCurve 24, 50 points
# x y z type
6.6122449e+00 1.0000000e+00 5.4441557e+01 i
6.6122449e+00 1.0612245e+00 5.4546144e+01 i
6.6122449e+00 1.1224490e+00 5.4770721e+01 i
6.6122449e+00 1.1836735e+00 5.5103403e+01 i
6.6122449e+00 1.2448980e+00 5.5527290e+01 i
6.6122449e+00 1.3061224e+00 5.6024542e+01 i
6.6122449e+00 1.3673469e+00 5.6579148e+01 i
6.6122449e+00 1.4285714e+00 5.7178067e+01 i
6.6122449e+00 1.4897959e+00 5.7811139e+01 i
6.6122449e+00 1.5510204e+00 5.8470306e+01 i
6.6122449e+00 1.6122449e+00 5.9148542e+01 i
6.6122449e+00 1.6734694e+00 5.9838762e+01 i
6.6122449e+00 1.7346939e+00 6.0532899e+01 i
6.6122449e+00 1.7959184e+00 6.1221404e+01 i
6.6122449e+00 1.8571429e+00 6.1893459e+01 i
6.6122449e+00 1.9183673e+00 6.2538230e+01 i
6.6122449e+00 1.9795918e+00 6.3147123e+01 i
6.6122449e+00 2.0408163e+00 6.3716348e+01 i
6.6122449e+00 2.1020408e+00 6.4248494e+01 i
6.6122449e+00 2.1632653e+00 6.4752091e+01 i
6.6122449e+00 2.2244898e+00 6.5239399e+01 i
6.6122449e+00 2.2857143e+00 6.5723629e+01 i
6.6122449e+00 2.3469388e+00 6.6216759e+01 i
6.6122449e+00 2.4081633e+00 6.6728368e+01 i
6.6122449e+00 2.4693878e+00 6.7265348e+01 i
6.6122449e+00 2.5306122e+00 6.7832140e+01 i
6.6122449e+00 2.5918367e+00 6.8431229e+01 i
6.6122449e+00 2.6530612e+00 6.9063710e+01 i
6.6122449e+00 2.7142857e+00 6.9729833e+01 i
6.6122449e+00 2.7755102e+00 7.0429454e+01 i
6.6122449e+00 2.8367347e+00 7.1162314e+01 i
6.6122449e+00 2.8979592e+00 7.1928016e+01 i
6.6122449e+00 2.9591837e+00 7.2725666e+01 i
6.6122449e+00 3.0204082e+00 7.3553261e+01 i
6.6122449e+00 3.0816327e+00 7.4407151e+01 i
6.6122449e+00 3.1428571e+00 7.5281929e+01 i
6.6122449e+00 3.2040816e+00 7.6170812e+01 i
6.6122449e+00 3.2653061e+00 7.7066227e+01 i
6.6122449e+00 3.3265306e+00 7.7960240e+01 i
6.6122449e+00 3.3877551e+00 7.8844646e+01 i
6.6122449e+00 3.4489796e+00 7.9710754e+01 i
6.6122449e+00 3.5102041e+00 8.0548962e+01 i
6.6122449e+00 3.5714286e+00 8.1348243e+01 i
6.6122449e+00 3.6326531e+00 8.2095618e+01 i
6.6122449e+00 3.6938776e+00 8.2775738e+01 i
6.6122449e+00 3.7551020e+00 8.3370728e+01 i
6.6122449e+00 3.8163265e+00 8.3860618e+01 i
6.6122449e+00 3.8775510e+00 8.4224703e+01 i
6.6122449e+00 3.9387755e+00 8.4444111e+01 i
6.6122449e+00 4.0000000e+00 8.4505285e+01 i

# IsoCurve 25, 50 points
# x y z type
6.3877551e+00 1.0000000e+00 6.6263590e+01 i
6.3877551e+00 1.0612245e+00 6.5980845e+01 i
6.3877551e+00 1.1224490e+00 6.5597831e+01 i
6.3877551e+00 1.1836735e+00 6.5131002e+01 i
6.3877551e+00 1.2448980e+00 6.4602426e+01 i
6.3877551e+00 1.3061224e+00 6.4035546e+01 i
6.3877551e+00 1.3673469e+00 6.3452255e+01 i
6.3877551e+00 1.4285714e+00 6.2871625e+01 i
6.3877551e+00 1.4897959e+00 6.2309890e+01 i
6.3877551e+00 1.5510204e+00 6.1781130e+01 i
6.3877551e+00 1.6122449e+00 6.1298261e+01 i
6.3877551e+00 1.6734694e+00 6.0874037e+01 i
6.3877551e+00 1.7346939e+00 6.0521884e+01 i
6.3877551e+00 1.7959184e+00 6.0256300e+01 i
6.3877551e+00 1.8571429e+00 6.0092511e+01 i
6.3877551e+00 1.9183673e+00 6.0045077e+01 i
6.3877551e+00 1.9795918e+00 6.0125460e+01 i
6.3877551e+00 2.0408163e+00 6.0339292e+01 i
6.3877551e+00 2.1020408e+00 6.0684680e+01 i
6.3877551e+00 2.1632653e+00 6.1152577e+01 i
6.3877551e+00 2.2244898e+00 6.1728993e+01 i
6.3877551e+00 2.2857143e+00 6.2397791e+01 i
6.3877551e+00 2.3469388e+00 6.3142874e+01 i
6.3877551e+00 2.4081633e+00 6.3949323e+01 i
6.3877551e+00 2.4693878e+00 6.4803631e+01 i
6.3877551e+00 2.5306122e+00 6.5693379e+01 i
6.3877551e+00 2.5918367e+00 6.6606675e+01 i
6.3877551e+00 2.6530612e+00 6.7531554e+01 i
6.3877551e+00 2.7142857e+00 6.8455467e+01 i
6.3877551e+00 2.7755102e+00 6.9365025e+01 i
6.3877551e+00 2.8367347e+00 7.0246138e+01 i
6.3877551e+00 2.8979592e+00 7.1084750e+01 i
6.3877551e+00 2.9591837e+00 7.1868209e+01 i
6.3877551e+00 3.0204082e+00 7.2586965e+01 i
6.3877551e+00 3.0816327e+00 7.3235893e+01 i
6.3877551e+00 3.1428571e+00 7.3814480e+01 i
6.3877551e+00 3.2040816e+00 7.4325745e+01 i
6.3877551e+00 3.2653061e+00 7.4774499e+01 i
6.3877551e+00 3.3265306e+00 7.5165733e+01 i
6.3877551e+00 3.3877551e+00 7.5503598e+01 i
6.3877551e+00 3.4489796e+00 7.5791004e+01 i
6.3877551e+00 3.5102041e+00 7.6029717e+01 i
6.3877551e+00 3.5714286e+00 7.6220744e+01 i
6.3877551e+00 3.6326531e+00 7.6364914e+01 i
6.3877551e+00 3.6938776e+00 7.6463526e+01 i
6.3877551e+00 3.7551020e+00 7.6518952e+01 i
6.3877551e+00 3.8163265e+00 7.6534990e+01 i
6.3877551e+00 3.8775510e+00 7.6516691e+01 i
6.3877551e+00 3.9387755e+00 7.6469448e+01 i
6.3877551e+00 4.0000000e+00 7.6397417e+01 i

# IsoCurve 26, 50 points
# x y z type
6.1632653e+00 1.0000000e+00 7.6882277e+01 i
6.1632653e+00 1.0612245e+00 7.6209693e+01 i
6.1632653e+00 1.1224490e+00 7.5181906e+01 i
6.1632653e+00 1.1836735e+00 7.3891438e+01 i
6.1632653e+00 1.2448980e+00 7.2428419e+01 i
6.1632653e+00 1.3061224e+00 7.0863080e+01 i
6.1632653e+00 1.3673469e+00 6.9247180e+01 i
6.1632653e+00 1.4285714e+00 6.7619076e+01 i
6.1632653e+00 1.4897959e+00 6.6008226e+01 i
6.1632653e+00 1.5510204e+00 6.4438769e+01 i
6.1632653e+00 1.6122449e+00 6.2932479e+01 i
6.1632653e+00 1.6734694e+00 6.1511453e+01 i
6.1632653e+00 1.7346939e+00 6.0200856e+01 i
6.1632653e+00 1.7959184e+00 5.9032010e+01 i
6.1632653e+00 1.8571429e+00 5.8045895e+01 i
6.1632653e+00 1.9183673e+00 5.7295651e+01 i
6.1632653e+00 1.9795918e+00 5.6841195e+01 i
6.1632653e+00 2.0408163e+00 5.6723140e+01 i
6.1632653e+00 2.1020408e+00 5.6929756e+01 i
6.1632653e+00 2.1632653e+00 5.7405575e+01 i
6.1632653e+00 2.2244898e+00 5.8087349e+01 i
6.1632653e+00 2.2857143e+00 5.8922452e+01 i
6.1632653e+00 2.3469388e+00 5.9870514e+01 i
6.1632653e+00 2.4081633e+00 6.0900509e+01 i
6.1632653e+00 2.4693878e+00 6.1987763e+01 i
6.1632653e+00 2.5306122e+00 6.3111578e+01 i
6.1632653e+00 2.5918367e+00 6.4253340e+01 i
6.1632653e+00 2.6530612e+00 6.5394883e+01 i
6.1632653e+00 2.7142857e+00 6.6516924e+01 i
6.1632653e+00 2.7755102e+00 6.7597375e+01 i
6.1632653e+00 2.8367347e+00 6.8609407e+01 i
6.1632653e+00 2.8979592e+00 6.9519653e+01 i
6.1632653e+00 2.9591837e+00 7.0289011e+01 i
6.1632653e+00 3.0204082e+00 7.0882945e+01 i
6.1632653e+00 3.0816327e+00 7.1291703e+01 i
6.1632653e+00 3.1428571e+00 7.1535102e+01 i
6.1632653e+00 3.2040816e+00 7.1643816e+01 i
6.1632653e+00 3.2653061e+00 7.1644581e+01 i
6.1632653e+00 3.3265306e+00 7.1557075e+01 i
6.1632653e+00 3.3877551e+00 7.1395247e+01 i
6.1632653e+00 3.4489796e+00 7.1169208e+01 i
6.1632653e+00 3.5102041e+00 7.0886905e+01 i
6.1632653e+00 3.5714286e+00 7.0555585e+01 i
6.1632653e+00 3.6326531e+00 7.0183235e+01 i
6.1632653e+00 3.6938776e+00 6.9780134e+01 i
6.1632653e+00 3.7551020e+00 6.9360705e+01 i
6.1632653e+00 3.8163265e+00 6.8945817e+01 i
6.1632653e+00 3.8775510e+00 6.8565326e+01 i
6.1632653e+00 3.9387755e+00 6.8258920e+01 i
6.1632653e+00 4.0000000e+00 6.8068043e+01 i

# IsoCurve 27, 50 points
# x y z type
5.9387755e+00 1.0000000e+00 8.2514448e+01 i
5.9387755e+00 1.0612245e+00 8.1566074e+01 i
5.9387755e+00 1.1224490e+00 8.0124383e+01 i
5.9387755e+00 1.1836735e+00 7.8384621e+01 i
5.9387755e+00 1.2448980e+00 7.6460938e+01 i
5.9387755e+00 1.3061224e+00 7.4426545e+01 i
5.9387755e+00 1.3673469e+00 7.2333260e+01 i
5.9387755e+00 1.4285714e+00 7.0220252e+01 i
5.9387755e+00 1.4897959e+00 6.8118885e+01 i
5.9387755e+00 1.5510204e+00 6.6055943e+01 i
5.9387755e+00 1.6122449e+00 6.4056125e+01 i
5.9387755e+00 1.6734694e+00 6.2144285e+01 i
5.9387755e+00 1.7346939e+00 6.0347770e+01 i
5.9387755e+00 1.7959184e+00 5.8699386e+01 i
5.9387755e+00 1.8571429e+00 5.7242049e+01 i
5.9387755e+00 1.9183673e+00 5.6038192e+01 i
5.9387755e+00 1.9795918e+00 5.5191855e+01 i
5.9387755e+00 2.0408163e+00 5.4838297e+01 i
5.9387755e+00 2.1020408e+00 5.4936331e+01 i
5.9387755e+00 2.1632653e+00 5.5343584e+01 i
5.9387755e+00 2.2244898e+00 5.5969552e+01 i
5.9387755e+00 2.2857143e+00 5.6756563e+01 i
5.9387755e+00 2.3469388e+00 5.7663175e+01 i
5.9387755e+00 2.4081633e+00 5.8657251e+01 i
5.9387755e+00 2.4693878e+00 5.9712462e+01 i
5.9387755e+00 2.5306122e+00 6.0806130e+01 i
5.9387755e+00 2.5918367e+00 6.1917655e+01 i
5.9387755e+00 2.6530612e+00 6.3027174e+01 i
5.9387755e+00 2.7142857e+00 6.4114222e+01 i
5.9387755e+00 2.7755102e+00 6.5156152e+01 i
5.9387755e+00 2.8367347e+00 6.6125854e+01 i
5.9387755e+00 2.8979592e+00 6.6987596e+01 i
5.9387755e+00 2.9591837e+00 6.7687436e+01 i
5.9387755e+00 3.0204082e+00 6.8142312e+01 i
5.9387755e+00 3.0816327e+00 6.8326257e+01 i
5.9387755e+00 3.1428571e+00 6.8312771e+01 i
5.9387755e+00 3.2040816e+00 6.8157597e+01 i
5.9387755e+00 3.2653061e+00 6.7892835e+01 i
5.9387755e+00 3.3265306e+00 6.7539397e+01 i
5.9387755e+00 3.3877551e+00 6.7112317e+01 i
5.9387755e+00 3.4489796e+00 6.6623377e+01 i
5.9387755e+00 3.5102041e+00 6.6082764e+01 i
5.9387755e+00 3.5714286e+00 6.5500361e+01 i
5.9387755e+00 3.6326531e+00 6.4886923e+01 i
5.9387755e+00 3.6938776e+00 6.4255357e+01 i
5.9387755e+00 3.7551020e+00 6.3622304e+01 i
5.9387755e+00 3.8163265e+00 6.3010467e+01 i
5.9387755e+00 3.8775510e+00 6.2452741e+01 i
5.9387755e+00 3.9387755e+00 6.2001401e+01 i
5.9387755e+00 4.0000000e+00 6.1746943e+01 i

# IsoCurve 28, 50 points
# x y z type
5.7142857e+00 1.0000000e+00 8.0639263e+01 i
5.7142857e+00 1.0612245e+00 7.9843544e+01 i
5.7142857e+00 1.1224490e+00 7.8747857e+01 i
5.7142857e+00 1.1836735e+00 7.7393150e+01 i
5.7142857e+00 1.2448980e+00 7.5832289e+01 i
5.7142857e+00 1.3061224e+00 7.4119169e+01 i
5.7142857e+00 1.3673469e+00 7.2303195e+01 i
5.7142857e+00 1.4285714e+00 7.0427936e+01 i
5.7142857e+00 1.4897959e+00 6.8531918e+01 i
5.7142857e+00 1.5510204e+00 6.6650209e+01 i
5.7142857e+00 1.6122449e+00 6.4816186e+01 i
5.7142857e+00 1.6734694e+00 6.3063208e+01 i
5.7142857e+00 1.7346939e+00 6.1426039e+01 i
5.7142857e+00 1.7959184e+00 5.9941730e+01 i
5.7142857e+00 1.8571429e+00 5.8649329e+01 i
5.7142857e+00 1.9183673e+00 5.7587267e+01 i
5.7142857e+00 1.9795918e+00 5.6787352e+01 i
5.7142857e+00 2.0408163e+00 5.6266357e+01 i
5.7142857e+00 2.1020408e+00 5.6020044e+01 i
